Family	Element	Length	Fragments	Copies	Solo_LTR	Total_Bp	Cover
LTR/Gypsy	Gypsy-9_JC-I	No_ref_available	2	2	0	201	0.00
LTR/Gypsy	Gypsy-9_Mad-I	No_ref_available	2	2	0	184	0.00
LTR/Gypsy	Gypsy-9_PPe-I	No_ref_available	2	1	0	607	0.00
LTR/Gypsy	Gypsy-9_RC-I	No_ref_available	2	2	0	326	0.00
LTR/Gypsy	Gypsy1-PTR_I-int	No_ref_available	10	7	0	1895	0.00
LTR/Gypsy	Gypsy12-VV_I-int	No_ref_available	1	1	0	60	0.00
LTR/Gypsy	Gypsy14-VV_I-int	No_ref_available	1	1	0	72	0.00
LTR/Gypsy	Gypsy21-PTR_I-int	No_ref_available	2	2	0	291	0.00
LTR/Gypsy	Gypsy22-VV_I-int	No_ref_available	3	2	0	602	0.00
LTR/Gypsy	Gypsy6-VV_I-int	No_ref_available	1	1	0	63	0.00
LTR/Gypsy	MEGY-I_MT	No_ref_available	4	4	0	193	0.00
LTR/Gypsy	OGRE-I_PS	No_ref_available	5	5	0	266	0.00
LTR/Gypsy	Ogre-MT4_I-int	No_ref_available	4	3	0	2675	0.00
LTR/Gypsy	Ogre-PT2_I-int	No_ref_available	3	3	0	377	0.00
LTR/Gypsy	Ogre-PT3_I-int	No_ref_available	40	36	0	2025	0.00
LTR/Gypsy	Ogre-VP1_I-int	No_ref_available	1	1	0	1374	0.00
LTR/Gypsy	POPGY1_I-int	No_ref_available	1	1	0	134	0.00
LTR/Gypsy	RAM12_I-int	No_ref_available	6	6	0	297	0.00
LTR/Gypsy	RETROSAT6_I-int	No_ref_available	1	1	0	126	0.00
LTR/Gypsy	RIRE3_I-int	No_ref_available	1	1	0	55	0.00
LTR/Gypsy	RLG_scDEL_2_1-I	No_ref_available	1	1	0	71	0.00
LTR/Gypsy	RLG_scDEL_5_1-I	No_ref_available	1	1	0	146	0.00
###LTR/Gypsy	All_elements	NA	54901	31415	18799	43268854	47.5362

######Type:LTR	All_elements	NA	58777	33725	19638	46853092	51.4740

######Type:Unknown	All_elements	NA			NA		0.0000

#########Type:EVERYTHING_TE	All_elements	NA	59832	34366	NA	47879035	52.6011

